finding_id,scan_id,scan_date,detected_timestamp,asset_id,asset_name,asset_type,environment,business_unit,owner_team,cve_id,vulnerability_title,vulnerability_category,severity,cvss_score,cvss_vector,status,first_detected_date,age_days,remediation_hours,asset_value_at_risk,weighted_risk,remediation_sla_days,exploit_available,detection_source,source_updated_at
FND-000063,SCN-20260522-0063,2026-05-22,2026-05-22T06:09:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2026-04-01,51,25.60,1131900.00,88.20,7,true,Manual Pentest,2026-05-22T08:09:00+00:00
FND-000064,SCN-20260622-0064,2026-06-22,2026-06-22T06:10:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2026-03-12,102,26.88,1293600.00,98.00,7,true,CrowdStrike Spotlight,2026-06-23T08:10:00+00:00
FND-000065,SCN-20260527-0065,2026-05-27,2026-05-27T06:11:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-44384,SQL Injection in the caching proxy,SQL Injection,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-23,124,13.65,1980000.00,97.50,30,true,Rapid7 InsightVM,2026-05-27T08:11:00+00:00
FND-000066,SCN-20260709-0066,2026-07-09,2026-07-09T06:12:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-42603,Cryptographic Weakness in the identity federation module,Cryptographic Weakness,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-05-05,65,11.70,1533600.00,92.30,30,true,Wiz,2026-07-11T08:12:00+00:00
FND-000067,SCN-20260530-0067,2026-05-30,2026-05-30T06:13:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-03-19,72,11.44,202500.00,37.50,30,false,Nessus,2026-05-30T08:13:00+00:00
FND-000068,SCN-20260430-0068,2026-04-30,2026-04-30T06:14:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-40137,Privilege Escalation in the container runtime shim,Privilege Escalation,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-04-14,16,17.28,1856400.00,118.30,7,false,Rapid7 InsightVM,2026-05-01T08:14:00+00:00
FND-000069,SCN-20260731-0069,2026-07-31,2026-07-31T06:15:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-06-23,38,10.40,648000.00,67.50,30,false,Wiz,2026-07-31T08:15:00+00:00
FND-000070,SCN-20260730-0070,2026-07-30,2026-07-30T06:16:00+00:00,AST-016,marketing-cms,Server,Staging,Marketing,Web Platform,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-06-02,58,11.44,76500.00,22.50,30,false,Qualys VMDR,2026-07-31T08:16:00+00:00
FND-000071,SCN-20260605-0071,2026-06-05,2026-06-05T06:17:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,In Remediation,2026-02-21,104,13.65,1857600.00,111.80,30,true,Nessus,2026-06-07T08:17:00+00:00
FND-000072,SCN-20260711-0072,2026-07-11,2026-07-11T06:18:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-41233,Cryptographic Weakness in the backup client,Cryptographic Weakness,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-05-17,55,8.55,720800.00,58.30,90,false,Rapid7 InsightVM,2026-07-13T08:18:00+00:00
FND-000073,SCN-20260811-0073,2026-08-11,2026-08-11T06:19:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2026-06-18,54,5.40,365700.00,42.40,90,false,CrowdStrike Spotlight,2026-08-11T08:19:00+00:00
FND-000074,SCN-20251212-0074,2025-12-12,2025-12-12T06:20:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-43288,Denial of Service in the message queue broker,Denial of Service,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-07-25,140,8.40,752000.00,51.70,90,false,Nessus,2025-12-12T08:20:00+00:00
FND-000075,SCN-20260603-0075,2026-06-03,2026-06-03T06:21:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-01-18,136,10.92,1518750.00,97.50,30,false,Nessus,2026-06-03T08:21:00+00:00
FND-000076,SCN-20260710-0076,2026-07-10,2026-07-10T06:22:00+00:00,AST-022,backup-orchestrator,Server,Production,Infrastructure,Platform SRE,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-04-29,72,22.40,373100.00,45.50,7,true,Manual Pentest,2026-07-10T08:22:00+00:00
FND-000077,SCN-20260331-0077,2026-03-31,2026-03-31T06:23:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-42192,Insecure Deserialization in the workflow scheduler,Insecure Deserialization,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-10-05,177,16.06,605880.00,70.40,30,true,Qualys VMDR,2026-04-02T08:23:00+00:00
FND-000078,SCN-20260619-0078,2026-06-19,2026-06-19T06:24:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-41370,Remote Code Execution in the service-mesh sidecar,Remote Code Execution,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-05-23,27,14.40,479400.00,47.00,90,false,Nessus,2026-06-21T08:24:00+00:00
FND-000079,SCN-20260215-0079,2026-02-15,2026-02-15T06:25:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-46028,Denial of Service in the caching proxy,Denial of Service,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-28,49,10.40,1848000.00,105.60,30,true,Qualys VMDR,2026-02-15T08:25:00+00:00
FND-000080,SCN-20251227-0080,2025-12-27,2025-12-27T06:26:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-09-10,108,9.36,1316250.00,90.00,30,false,Rapid7 InsightVM,2025-12-27T08:26:00+00:00
FND-000081,SCN-20260425-0081,2026-04-25,2026-04-25T06:27:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-01-02,113,14.30,283800.00,43.00,30,true,Wiz,2026-04-25T08:27:00+00:00
FND-000082,SCN-20260204-0082,2026-02-04,2026-02-04T06:28:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-09-30,127,26.88,1249500.00,107.80,7,true,Qualys VMDR,2026-02-06T08:28:00+00:00
FND-000083,SCN-20260404-0083,2026-04-04,2026-04-04T06:29:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-41918,Denial of Service in the object-storage SDK,Denial of Service,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-11-25,130,12.16,2425500.00,127.40,7,false,Rapid7 InsightVM,2026-04-06T08:29:00+00:00
FND-000084,SCN-20260118-0084,2026-01-18,2026-01-18T06:30:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-08-14,157,24.32,323400.00,49.00,7,true,CrowdStrike Spotlight,2026-01-18T08:30:00+00:00
FND-000085,SCN-20260207-0085,2026-02-07,2026-02-07T06:31:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-10-02,128,9.88,661500.00,67.50,30,false,Manual Pentest,2026-02-07T08:31:00+00:00
FND-000086,SCN-20260323-0086,2026-03-23,2026-03-23T06:32:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-44658,Denial of Service in the service-mesh sidecar,Denial of Service,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-08,135,8.80,566440.00,61.20,90,false,Nessus,2026-03-25T08:32:00+00:00
FND-000087,SCN-20260615-0087,2026-06-15,2026-06-15T06:33:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-42466,Cross-Site Scripting in the log-shipping daemon,Cross-Site Scripting,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-04-10,66,6.18,1620000.00,97.50,30,true,Nessus,2026-06-15T08:33:00+00:00
FND-000088,SCN-20260525-0088,2026-05-25,2026-05-25T06:34:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-01-01,144,5.70,209880.00,21.20,90,false,Rapid7 InsightVM,2026-05-26T08:34:00+00:00
FND-000089,SCN-20260606-0089,2026-06-06,2026-06-06T06:35:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-41096,Cross-Site Scripting in the caching proxy,Cross-Site Scripting,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-18,108,4.50,525690.00,47.20,90,false,CrowdStrike Spotlight,2026-06-08T08:35:00+00:00
FND-000090,SCN-20260701-0090,2026-07-01,2026-07-01T06:36:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-04-10,82,10.40,1856250.00,97.50,30,false,Qualys VMDR,2026-07-01T08:36:00+00:00
FND-000091,SCN-20260130-0091,2026-01-30,2026-01-30T06:37:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-11-12,79,6.00,519400.00,47.70,90,false,Nessus,2026-01-30T08:37:00+00:00
FND-000092,SCN-20260112-0092,2026-01-12,2026-01-12T06:38:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2025-11-20,53,6.30,419760.00,42.40,90,false,CrowdStrike Spotlight,2026-01-12T08:38:00+00:00
FND-000093,SCN-20260210-0093,2026-02-10,2026-02-10T06:39:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,In Remediation,2025-11-19,83,22.40,1456000.00,100.10,7,true,Nessus,2026-02-12T08:39:00+00:00
FND-000094,SCN-20260630-0094,2026-06-30,2026-06-30T06:40:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-42877,Privilege Escalation in the backup client,Privilege Escalation,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-06-11,19,12.00,858000.00,65.00,90,false,Nessus,2026-06-30T08:40:00+00:00
FND-000095,SCN-20260219-0095,2026-02-19,2026-02-19T06:41:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-43836,Cross-Site Scripting in the workflow scheduler,Cross-Site Scripting,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-16,65,8.40,1617000.00,107.80,7,false,Wiz,2026-02-20T08:41:00+00:00
FND-000096,SCN-20260308-0096,2026-03-08,2026-03-08T06:42:00+00:00,AST-016,marketing-cms,Server,Staging,Marketing,Web Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-12-28,70,6.30,57240.00,15.90,90,false,Nessus,2026-03-10T08:42:00+00:00
FND-000097,SCN-20260414-0097,2026-04-14,2026-04-14T06:43:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2026-01-23,81,9.88,975000.00,82.50,30,false,Rapid7 InsightVM,2026-04-14T08:43:00+00:00
FND-000098,SCN-20260518-0098,2026-05-18,2026-05-18T06:44:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2026-04-16,32,9.36,133875.00,30.00,30,false,Manual Pentest,2026-05-18T08:44:00+00:00
FND-000099,SCN-20260603-0099,2026-06-03,2026-06-03T06:45:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-03-15,80,23.52,2102100.00,109.20,7,true,Qualys VMDR,2026-06-05T08:45:00+00:00
FND-000100,SCN-20260610-0100,2026-06-10,2026-06-10T06:46:00+00:00,AST-011,logging-elastic-node,Cloud VM,Production,Observability,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-01-24,137,11.70,533200.00,60.20,30,true,CrowdStrike Spotlight,2026-06-10T08:46:00+00:00
FND-000101,SCN-20260705-0101,2026-07-05,2026-07-05T06:47:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-45891,Information Disclosure in the identity federation module,Information Disclosure,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-05-31,35,9.12,1501500.00,100.10,7,false,Qualys VMDR,2026-07-05T08:47:00+00:00
FND-000102,SCN-20260307-0102,2026-03-07,2026-03-07T06:48:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-43425,Authentication Bypass in the container runtime shim,Authentication Bypass,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-09,57,13.30,709500.00,47.30,90,false,Qualys VMDR,2026-03-07T08:48:00+00:00
FND-000103,SCN-20260530-0103,2026-05-30,2026-05-30T06:49:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-46028,Denial of Service in the caching proxy,Denial of Service,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-23,68,9.88,1663200.00,105.60,30,true,Nessus,2026-05-31T08:49:00+00:00
FND-000104,SCN-20260611-0104,2026-06-11,2026-06-11T06:50:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,In Remediation,2026-01-13,149,5.70,472230.00,42.40,90,false,Qualys VMDR,2026-06-11T08:50:00+00:00
FND-000105,SCN-20260526-0105,2026-05-26,2026-05-26T06:51:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2026-04-15,41,23.04,733040.00,78.40,7,true,Manual Pentest,2026-05-26T08:51:00+00:00
FND-000106,SCN-20251215-0106,2025-12-15,2025-12-15T06:52:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2025-07-21,147,28.16,317520.00,39.20,7,true,Wiz,2025-12-15T08:52:00+00:00
FND-000107,SCN-20260802-0107,2026-08-02,2026-08-02T06:00:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-02-17,166,20.16,606060.00,72.80,7,true,Qualys VMDR,2026-08-02T08:00:00+00:00
FND-000108,SCN-20260303-0108,2026-03-03,2026-03-03T06:01:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Accepted Risk,2026-02-14,17,26.88,2352000.00,127.40,7,true,CrowdStrike Spotlight,2026-03-03T08:01:00+00:00
FND-000109,SCN-20260607-0109,2026-06-07,2026-06-07T06:02:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2025-42466,Cross-Site Scripting in the log-shipping daemon,Cross-Site Scripting,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-04-25,43,7.15,465750.00,60.00,30,true,Qualys VMDR,2026-06-09T08:02:00+00:00
FND-000110,SCN-20260624-0110,2026-06-24,2026-06-24T06:03:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-44384,SQL Injection in the caching proxy,SQL Injection,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-03-11,105,13.00,555000.00,60.00,30,true,Qualys VMDR,2026-06-24T08:03:00+00:00
FND-000111,SCN-20260312-0111,2026-03-12,2026-03-12T06:04:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,In Remediation,2026-02-19,21,24.32,676200.00,78.40,7,true,Manual Pentest,2026-03-13T08:04:00+00:00
FND-000112,SCN-20260117-0112,2026-01-17,2026-01-17T06:05:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2025-41233,Cryptographic Weakness in the backup client,Cryptographic Weakness,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-09-15,124,8.55,1311750.00,68.90,90,false,Qualys VMDR,2026-01-17T08:05:00+00:00
FND-000113,SCN-20251104-0113,2025-11-04,2025-11-04T06:06:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-44932,Insecure Deserialization in the message queue broker,Insecure Deserialization,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-09-15,50,11.70,165495.00,29.50,90,false,Wiz,2025-11-06T08:06:00+00:00
FND-000114,SCN-20260203-0114,2026-02-03,2026-02-03T06:07:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-43288,Denial of Service in the message queue broker,Denial of Service,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-10-03,123,8.00,1128000.00,61.10,90,false,Rapid7 InsightVM,2026-02-04T08:07:00+00:00
FND-000115,SCN-20260102-0115,2026-01-02,2026-01-02T06:08:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-12-12,21,11.44,956250.00,82.50,30,false,Wiz,2026-01-03T08:08:00+00:00
FND-000116,SCN-20260626-0116,2026-06-26,2026-06-26T06:09:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-06-16,10,21.28,955500.00,81.90,7,true,Nessus,2026-06-26T08:09:00+00:00
FND-000117,SCN-20260225-0117,2026-02-25,2026-02-25T06:10:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-10-01,147,25.60,1874250.00,127.40,7,true,Qualys VMDR,2026-02-25T08:10:00+00:00
FND-000118,SCN-20251207-0118,2025-12-07,2025-12-07T06:11:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-08-22,107,11.44,1200000.00,82.50,30,false,Qualys VMDR,2025-12-09T08:11:00+00:00
